timestamp,household,device,attack_type,prediction,confidence,cpu_usage,ram_usage
02:57:28,Household_3,Router,Normal,benign,0.97,,
02:57:29,Household_2,SmartTV,Normal,benign,0.88,,
02:57:30,Household_1,Camera_1,Scanning,malware,0.91,,
02:57:31,Household_1,Thermostat,Normal,benign,0.86,,
02:57:32,Household_5,Router_2,DoS,malware,0.99,,
02:57:13,Monitor,RasPi,Normal,benign,0.94,33.0,48.3
02:57:13,Monitor,VM1,Normal,benign,0.94,11.0,33.4
02:57:13,Monitor,VM2,Normal,benign,0.91,19.1,34.2
02:57:13,Monitor,VM3,Normal,benign,0.94,39.4,40.9
02:57:13,Monitor,VM4,Normal,benign,0.97,43.4,26.3
02:57:14,Household_3,Camera_3,Mirai,malware,0.95,,
02:57:15,Household_1,LightBulb,Normal,benign,0.92,,
02:57:16,Household_1,Thermostat,Normal,benign,0.93,,
02:57:17,Household_2,Camera_2,Normal,benign,0.89,,
02:57:18,Household_1,Thermostat,Normal,benign,0.95,,
02:57:19,Household_1,Thermostat,Normal,benign,0.92,,
02:57:20,Household_5,DoorLock_2,DoS,malware,0.89,,
02:57:21,Household_5,DoorLock_2,Ransomware,malware,0.89,,
02:57:22,Household_1,Thermostat,Normal,benign,0.99,,
02:57:23,Household_5,SmartTV_2,DoS,malware,0.98,,
02:57:24,Household_2,DoorLock,Normal,benign,0.86,,
02:57:25,Household_4,LightBulb_2,DoS,malware,0.95,,
02:57:26,Household_3,Router,Ransomware,malware,0.85,,
02:57:27,Household_3,Router,Normal,benign,0.97,,
02:57:28,Household_3,Router,Normal,benign,0.97,,
02:57:29,Household_3,Camera_3,Normal,benign,0.96,,
02:57:30,Household_5,Router_2,Scanning,malware,0.89,,
02:57:31,Household_4,Thermostat_2,Mirai,malware,0.9,,
02:57:32,Household_4,Camera_4,Normal,benign,0.87,,
02:57:33,Household_5,SmartTV_2,DoS,malware,0.95,,
02:57:14,Monitor,RasPi,Mirai,malware,0.92,79.0,59.0
02:57:14,Monitor,VM1,Normal,benign,0.92,42.7,44.2
02:57:14,Monitor,VM2,Normal,benign,0.89,14.1,30.3
02:57:14,Monitor,VM3,Normal,benign,0.93,36.9,26.5
02:57:14,Monitor,VM4,Scanning,malware,0.87,75.7,87.3
02:57:15,Household_2,DoorLock,Normal,benign,0.91,,
02:57:16,Household_5,DoorLock_2,Mirai,malware,0.9,,
02:57:17,Household_1,LightBulb,Normal,benign,0.93,,
02:57:18,Household_5,Router_2,Mirai,malware,0.94,,
02:57:19,Household_3,Router,Normal,benign,0.85,,
02:57:20,Household_2,SmartTV,Mirai,malware,0.93,,
02:57:21,Household_5,SmartTV_2,Normal,benign,0.98,,
02:57:22,Household_2,DoorLock,Normal,benign,0.86,,
02:57:23,Household_4,LightBulb_2,Mirai,malware,0.91,,
02:57:24,Household_1,LightBulb,DoS,malware,0.96,,
02:57:25,Household_5,DoorLock_2,Ransomware,malware,0.94,,
02:57:26,Household_3,Router,Normal,benign,0.85,,
02:57:27,Household_5,DoorLock_2,Mirai,malware,0.85,,
02:57:28,Household_1,Thermostat,Normal,benign,0.95,,
02:57:29,Household_1,Camera_1,Normal,benign,0.91,,
02:57:30,Household_5,Router_2,Mirai,malware,0.99,,
02:57:31,Household_4,Thermostat_2,DoS,malware,0.96,,
02:57:32,Household_2,Camera_2,Normal,benign,0.91,,
02:57:33,Household_5,SmartTV_2,Ransomware,malware,0.92,,
02:57:34,Household_2,SmartTV,Normal,benign,0.97,,
02:57:15,Monitor,RasPi,Normal,benign,0.87,66.5,82.2
02:57:15,Monitor,VM1,Normal,benign,0.96,14.5,53.6
02:57:15,Monitor,VM2,Normal,benign,0.9,44.8,39.9
02:57:15,Monitor,VM3,Normal,benign,0.86,60.1,77.7
02:57:15,Monitor,VM4,Normal,benign,0.98,32.7,25.4
02:57:16,Household_4,LightBulb_2,Normal,benign,0.98,,
02:57:17,Household_5,DoorLock_2,Normal,benign,0.98,,
02:57:18,Household_3,WeatherSensor,Ransomware,malware,0.88,,
02:57:19,Household_1,Camera_1,Normal,benign,0.93,,
02:57:20,Household_2,SmartTV,Ransomware,malware,0.93,,
02:57:21,Household_2,Camera_2,Normal,benign,0.95,,
02:57:22,Household_1,Thermostat,Normal,benign,0.94,,
02:57:23,Household_2,SmartTV,Normal,benign,0.93,,
02:57:24,Household_3,Camera_3,Normal,benign,0.98,,
02:57:25,Household_1,Thermostat,Normal,benign,0.94,,
02:57:26,Household_3,Router,Mirai,malware,0.95,,
02:57:27,Household_3,Router,Mirai,malware,0.93,,
02:57:28,Household_5,SmartTV_2,Mirai,malware,0.94,,
02:57:29,Household_4,Camera_4,DoS,malware,0.92,,
02:57:30,Household_5,SmartTV_2,DoS,malware,0.86,,
02:57:31,Household_3,Router,Normal,benign,0.85,,
02:57:32,Household_3,WeatherSensor,Normal,benign,0.9,,
02:57:33,Household_2,Camera_2,Ransomware,malware,0.94,,
02:57:34,Household_2,Camera_2,Mirai,malware,0.9,,
02:57:35,Household_1,Camera_1,Normal,benign,0.85,,
02:57:16,Monitor,RasPi,Normal,benign,0.89,21.3,38.6
02:57:16,Monitor,VM1,Normal,benign,0.98,22.8,43.2
02:57:16,Monitor,VM2,Normal,benign,0.93,33.8,41.6
02:57:16,Monitor,VM3,Normal,benign,0.91,28.4,47.9
02:57:16,Monitor,VM4,Normal,benign,0.93,33.0,32.4
02:57:17,Household_2,Camera_2,Scanning,malware,0.92,,
02:57:18,Household_5,Router_2,Normal,benign,0.97,,
02:57:19,Household_5,DoorLock_2,Ransomware,malware,0.9,,
02:57:20,Household_3,Router,Normal,benign,0.92,,
02:57:21,Household_1,Camera_1,Ransomware,malware,0.85,,
02:57:22,Household_3,Router,DoS,malware,0.86,,
02:57:23,Household_2,Camera_2,Normal,benign,0.94,,
02:57:24,Household_1,LightBulb,DoS,malware,0.9,,
02:57:25,Household_2,Camera_2,Normal,benign,0.99,,
02:57:26,Household_1,Camera_1,Normal,benign,0.94,,
02:57:27,Household_3,WeatherSensor,Normal,benign,0.99,,
02:57:28,Household_3,Camera_3,Normal,benign,0.89,,
02:57:29,Household_4,LightBulb_2,Normal,benign,0.85,,
02:57:30,Household_2,SmartTV,Scanning,malware,0.96,,
02:57:31,Household_2,SmartTV,Normal,benign,0.95,,
02:57:32,Household_2,SmartTV,Normal,benign,0.88,,
02:57:33,Household_1,Camera_1,Normal,benign,0.92,,
02:57:34,Household_4,Camera_4,Ransomware,malware,0.86,,
02:57:35,Household_3,WeatherSensor,Normal,benign,0.96,,
02:57:36,Household_4,LightBulb_2,Ransomware,malware,0.87,,
02:57:17,Monitor,RasPi,Normal,benign,0.93,24.3,26.4
02:57:17,Monitor,VM1,Normal,benign,0.88,44.4,34.3
02:57:17,Monitor,VM2,DoS,malware,0.87,85.2,62.8
02:57:17,Monitor,VM3,Normal,benign,0.97,48.9,48.1
02:57:17,Monitor,VM4,Normal,benign,0.92,41.4,36.9
02:57:18,Household_3,Router,DoS,malware,0.93,,
02:57:19,Household_3,Router,DoS,malware,0.88,,
02:57:20,Household_4,Thermostat_2,Mirai,malware,0.93,,
02:57:21,Household_3,WeatherSensor,Normal,benign,0.88,,
02:57:22,Household_4,LightBulb_2,Normal,benign,0.87,,
02:57:23,Household_3,Router,Normal,benign,0.89,,
02:57:24,Household_5,DoorLock_2,Scanning,malware,0.85,,
02:57:25,Household_3,Router,Normal,benign,0.92,,
02:57:26,Household_2,Camera_2,Mirai,malware,0.97,,
02:57:27,Household_3,Router,Normal,benign,0.94,,
02:57:28,Household_5,DoorLock_2,Mirai,malware,0.92,,
02:57:29,Household_2,SmartTV,Normal,benign,0.92,,
02:57:30,Household_4,LightBulb_2,DoS,malware,0.86,,
02:57:31,Household_1,Thermostat,Normal,benign,0.95,,
02:57:32,Household_4,Thermostat_2,DoS,malware,0.91,,
02:57:33,Household_5,DoorLock_2,Normal,benign,0.92,,
02:57:34,Household_2,Camera_2,Mirai,malware,0.93,,
02:57:35,Household_4,Thermostat_2,Normal,benign,0.92,,
02:57:36,Household_1,Camera_1,Normal,benign,0.94,,
02:57:37,Household_2,SmartTV,Normal,benign,0.93,,
02:57:18,Monitor,RasPi,Normal,benign,0.92,42.8,28.5
02:57:18,Monitor,VM1,Normal,benign,0.92,31.2,38.2
02:57:18,Monitor,VM2,Normal,benign,0.97,16.4,38.6
02:57:18,Monitor,VM3,Normal,benign,0.92,11.3,43.3
02:57:18,Monitor,VM4,DoS,malware,0.96,74.9,59.1
02:57:19,Household_1,LightBulb,Normal,benign,0.97,,
02:57:20,Household_5,Router_2,Ransomware,malware,0.96,,
02:57:21,Household_1,Thermostat,Normal,benign,0.88,,
02:57:22,Household_5,DoorLock_2,Mirai,malware,0.99,,
02:57:23,Household_3,Camera_3,Normal,benign,0.94,,
02:57:24,Household_1,Thermostat,Normal,benign,0.9,,
02:57:25,Household_4,LightBulb_2,Normal,benign,0.92,,
02:57:26,Household_4,LightBulb_2,Normal,benign,0.89,,
02:57:27,Household_3,Router,Scanning,malware,0.96,,
02:57:28,Household_2,SmartTV,Ransomware,malware,0.98,,
02:57:29,Household_5,SmartTV_2,Scanning,malware,0.95,,
02:57:30,Household_1,LightBulb,Normal,benign,0.98,,
02:57:31,Household_1,LightBulb,Normal,benign,0.88,,
02:57:32,Household_3,WeatherSensor,Ransomware,malware,0.95,,
02:57:33,Household_3,Camera_3,Ransomware,malware,0.91,,
02:57:34,Household_2,Camera_2,DoS,malware,0.88,,
02:57:35,Household_3,Router,Mirai,malware,0.89,,
02:57:36,Household_1,Thermostat,Normal,benign,0.89,,
02:57:37,Household_4,Thermostat_2,Normal,benign,0.85,,
02:57:38,Household_2,Camera_2,Normal,benign,0.98,,
02:57:19,Monitor,RasPi,Normal,benign,0.91,44.6,35.1
02:57:19,Monitor,VM1,Normal,benign,0.87,24.5,43.0
02:57:19,Monitor,VM2,Mirai,malware,0.97,91.3,86.4
02:57:19,Monitor,VM3,Normal,benign,0.9,12.2,32.1
02:57:19,Monitor,VM4,Normal,benign,0.98,38.4,30.0
02:57:20,Household_5,SmartTV_2,Scanning,malware,0.97,,
02:57:21,Household_5,SmartTV_2,Mirai,malware,0.98,,
02:57:22,Household_3,WeatherSensor,Ransomware,malware,0.94,,
02:57:23,Household_3,Router,Normal,benign,0.93,,
02:57:24,Household_2,SmartTV,DoS,malware,0.87,,
02:57:25,Household_5,SmartTV_2,Ransomware,malware,0.96,,
02:57:26,Household_5,Router_2,Scanning,malware,0.89,,
02:57:27,Household_3,WeatherSensor,Normal,benign,0.93,,
02:57:28,Household_5,Router_2,Mirai,malware,0.89,,
02:57:29,Household_2,DoorLock,Normal,benign,0.95,,
02:57:30,Household_1,LightBulb,Normal,benign,0.89,,
02:57:31,Household_1,Camera_1,Normal,benign,0.94,,
02:57:32,Household_2,DoorLock,Normal,benign,0.93,,
02:57:33,Household_3,WeatherSensor,Mirai,malware,0.91,,
02:57:34,Household_4,LightBulb_2,Normal,benign,0.97,,
02:57:35,Household_1,Camera_1,Normal,benign,0.92,,
02:57:36,Household_5,DoorLock_2,Scanning,malware,0.96,,
02:57:37,Household_1,Camera_1,Normal,benign,0.9,,
02:57:38,Household_2,Camera_2,Normal,benign,0.9,,
02:57:39,Household_5,DoorLock_2,Ransomware,malware,0.93,,
02:57:20,Monitor,RasPi,Normal,benign,0.98,37.8,47.8
02:57:20,Monitor,VM1,Ransomware,malware,0.96,90.1,65.3
02:57:20,Monitor,VM2,Normal,benign,0.97,94.6,85.0
02:57:20,Monitor,VM3,Scanning,malware,0.86,93.9,84.3
02:57:20,Monitor,VM4,Normal,benign,0.92,31.4,46.4
02:57:21,Household_2,SmartTV,Scanning,malware,0.88,,
02:57:22,Household_4,Camera_4,Normal,benign,0.98,,
02:57:23,Household_1,Thermostat,Normal,benign,0.87,,
02:57:24,Household_4,Camera_4,Ransomware,malware,0.92,,
02:57:25,Household_5,DoorLock_2,DoS,malware,0.89,,
02:57:26,Household_5,Router_2,Ransomware,malware,0.96,,
02:57:27,Household_5,DoorLock_2,Ransomware,malware,0.92,,
02:57:28,Household_5,SmartTV_2,Mirai,malware,0.87,,
02:57:29,Household_1,LightBulb,Normal,benign,0.91,,
02:57:30,Household_3,WeatherSensor,Ransomware,malware,0.92,,
02:57:31,Household_4,Camera_4,DoS,malware,0.97,,
02:57:32,Household_2,Camera_2,Normal,benign,0.94,,
02:57:33,Household_3,Camera_3,Normal,benign,0.89,,
02:57:34,Household_5,DoorLock_2,Scanning,malware,0.95,,
02:57:35,Household_4,Thermostat_2,Normal,benign,0.9,,
02:57:36,Household_5,DoorLock_2,Scanning,malware,0.89,,
02:57:37,Household_4,LightBulb_2,DoS,malware,0.98,,
02:57:38,Household_3,WeatherSensor,Normal,benign,0.87,,
02:57:39,Household_2,Camera_2,Normal,benign,0.98,,
02:57:40,Household_3,Router,Normal,benign,0.9,,
02:57:21,Monitor,RasPi,Normal,benign,0.85,42.6,44.8
02:57:21,Monitor,VM1,Normal,benign,0.94,28.6,29.7
02:57:21,Monitor,VM2,Normal,benign,0.89,38.1,27.4
02:57:21,Monitor,VM3,Normal,benign,0.87,35.9,39.9
02:57:21,Monitor,VM4,Normal,benign,0.88,42.5,22.6
02:57:22,Household_3,WeatherSensor,Normal,benign,0.99,,
02:57:23,Household_1,LightBulb,Normal,benign,0.91,,
02:57:24,Household_4,Thermostat_2,DoS,malware,0.94,,
02:57:25,Household_5,DoorLock_2,DoS,malware,0.91,,
02:57:26,Household_1,Thermostat,Normal,benign,0.94,,
02:57:27,Household_3,Router,DoS,malware,0.98,,
02:57:28,Household_3,Router,Normal,benign,0.88,,
02:57:29,Household_3,Camera_3,Mirai,malware,0.89,,
02:57:30,Household_1,Camera_1,Normal,benign,0.95,,
02:57:31,Household_1,Thermostat,Normal,benign,0.94,,
02:57:32,Household_1,Thermostat,Normal,benign,0.87,,
02:57:33,Household_5,Router_2,Mirai,malware,0.96,,
02:57:34,Household_3,Router,Mirai,malware,0.94,,
02:57:35,Household_4,Thermostat_2,DoS,malware,0.89,,
02:57:36,Household_2,DoorLock,Mirai,malware,0.85,,
02:57:37,Household_4,Thermostat_2,Normal,benign,0.9,,
02:57:38,Household_5,SmartTV_2,DoS,malware,0.99,,
02:57:39,Household_1,Camera_1,Normal,benign,0.89,,
02:57:40,Household_1,Camera_1,Normal,benign,0.92,,
02:57:41,Household_2,Camera_2,Normal,benign,0.85,,
02:57:22,Monitor,RasPi,Normal,benign,0.97,43.6,45.8
02:57:22,Monitor,VM1,Normal,benign,0.87,89.0,72.5
02:57:22,Monitor,VM2,Normal,benign,0.88,20.3,41.6
02:57:22,Monitor,VM3,Normal,benign,0.93,47.9,39.2
02:57:22,Monitor,VM4,Normal,benign,0.87,67.7,65.9
02:57:23,Household_3,Camera_3,Normal,benign,0.86,,
02:57:24,Household_4,Thermostat_2,DoS,malware,0.89,,
02:57:25,Household_1,Thermostat,Normal,benign,0.99,,
02:57:26,Household_5,SmartTV_2,Normal,benign,0.86,,
02:57:27,Household_5,DoorLock_2,DoS,malware,0.89,,
02:57:28,Household_1,Thermostat,Normal,benign,0.93,,
02:57:29,Household_5,SmartTV_2,Mirai,malware,0.89,,
02:57:30,Household_5,SmartTV_2,Ransomware,malware,0.85,,
02:57:31,Household_2,Camera_2,Normal,benign,0.91,,
02:57:32,Household_4,Thermostat_2,Normal,benign,0.97,,
02:57:33,Household_5,SmartTV_2,DoS,malware,0.89,,
02:57:34,Household_1,Camera_1,Normal,benign,0.98,,
02:57:35,Household_5,Router_2,Scanning,malware,0.91,,
02:57:36,Household_3,WeatherSensor,DoS,malware,0.89,,
02:57:37,Household_3,Camera_3,Normal,benign,0.93,,
02:57:38,Household_1,LightBulb,DoS,malware,0.92,,
02:57:39,Household_4,Thermostat_2,Normal,benign,0.86,,
02:57:40,Household_2,Camera_2,Ransomware,malware,0.95,,
02:57:41,Household_2,DoorLock,Normal,benign,0.99,,
02:57:42,Household_3,WeatherSensor,Normal,benign,0.9,,
02:57:23,Monitor,RasPi,Normal,benign,0.93,90.2,83.8
02:57:23,Monitor,VM1,Normal,benign,0.89,27.9,34.2
02:57:23,Monitor,VM2,Normal,benign,0.86,19.8,30.9
02:57:23,Monitor,VM3,DoS,malware,0.9,76.3,55.9
02:57:23,Monitor,VM4,Normal,benign,0.96,11.4,32.2
02:57:24,Household_3,Camera_3,DoS,malware,0.92,,
02:57:25,Household_4,LightBulb_2,Normal,benign,0.96,,
02:57:26,Household_3,Router,Scanning,malware,0.96,,
02:57:27,Household_2,DoorLock,DoS,malware,0.87,,
02:57:28,Household_4,LightBulb_2,Normal,benign,0.95,,
02:57:29,Household_3,Camera_3,Scanning,malware,0.97,,
02:57:30,Household_3,Camera_3,Normal,benign,0.9,,
02:57:31,Household_4,Thermostat_2,Mirai,malware,0.86,,
02:57:32,Household_3,WeatherSensor,Ransomware,malware,0.93,,
02:57:33,Household_4,Camera_4,Normal,benign,0.96,,
02:57:34,Household_4,Thermostat_2,Normal,benign,0.98,,
02:57:35,Household_4,Thermostat_2,Normal,benign,0.91,,
02:57:36,Household_4,Thermostat_2,Scanning,malware,0.93,,
02:57:37,Household_5,Router_2,Scanning,malware,0.92,,
02:57:38,Household_5,SmartTV_2,DoS,malware,0.96,,
02:57:39,Household_4,LightBulb_2,Mirai,malware,0.89,,
02:57:40,Household_1,LightBulb,Normal,benign,0.85,,
02:57:41,Household_4,LightBulb_2,Normal,benign,0.91,,
02:57:42,Household_3,Router,Ransomware,malware,0.9,,
02:57:43,Household_5,DoorLock_2,Normal,benign,0.92,,
02:57:24,Monitor,RasPi,Normal,benign,0.96,18.7,20.3
02:57:24,Monitor,VM1,Normal,benign,0.96,33.7,24.4
02:57:24,Monitor,VM2,Normal,benign,0.94,15.9,54.1
02:57:24,Monitor,VM3,Normal,benign,0.89,71.6,80.1
02:57:24,Monitor,VM4,Normal,benign,0.91,25.9,47.7
02:57:25,Household_4,Thermostat_2,DoS,malware,0.87,,
02:57:26,Household_3,Router,Normal,benign,0.96,,
02:57:27,Household_5,DoorLock_2,Ransomware,malware,0.88,,
02:57:28,Household_2,DoorLock,DoS,malware,0.92,,
02:57:29,Household_1,Camera_1,Normal,benign,0.95,,
02:57:30,Household_4,Camera_4,DoS,malware,0.88,,
02:57:31,Household_2,DoorLock,Normal,benign,0.98,,
02:57:32,Household_3,Router,Mirai,malware,0.94,,
02:57:33,Household_4,LightBulb_2,Scanning,malware,0.86,,
02:57:34,Household_1,Thermostat,Normal,benign,0.96,,
02:57:35,Household_5,Router_2,Scanning,malware,0.92,,
02:57:36,Household_4,LightBulb_2,Normal,benign,0.97,,
02:57:37,Household_1,Camera_1,Normal,benign,0.93,,
02:57:38,Household_5,Router_2,Mirai,malware,0.99,,
02:57:39,Household_3,WeatherSensor,Normal,benign,0.89,,
02:57:40,Household_2,Camera_2,Ransomware,malware,0.97,,
02:57:41,Household_5,DoorLock_2,DoS,malware,0.87,,
02:57:42,Household_1,Camera_1,Normal,benign,0.9,,
02:57:43,Household_3,WeatherSensor,Normal,benign,0.93,,
02:57:44,Household_3,Camera_3,DoS,malware,0.89,,
02:57:25,Monitor,RasPi,Normal,benign,0.94,42.4,41.0
02:57:25,Monitor,VM1,Normal,benign,0.93,30.7,49.3
02:57:25,Monitor,VM2,Normal,benign,0.86,28.3,27.5
02:57:25,Monitor,VM3,Normal,benign,0.92,16.8,53.6
02:57:25,Monitor,VM4,Normal,benign,0.9,32.4,46.5
02:57:26,Household_1,Camera_1,Normal,benign,0.93,,
02:57:27,Household_4,LightBulb_2,Normal,benign,0.88,,
02:57:28,Household_1,Camera_1,Normal,benign,0.9,,
02:57:29,Household_4,Thermostat_2,DoS,malware,0.91,,
02:57:30,Household_4,Camera_4,Scanning,malware,0.88,,
02:57:31,Household_3,Camera_3,Normal,benign,0.92,,
02:57:32,Household_1,Camera_1,Normal,benign,0.93,,
02:57:33,Household_4,LightBulb_2,DoS,malware,0.9,,
02:57:34,Household_1,Thermostat,Normal,benign,0.93,,
02:57:35,Household_4,Camera_4,Scanning,malware,0.85,,
02:57:36,Household_1,Thermostat,Normal,benign,0.97,,
02:57:37,Household_4,LightBulb_2,Normal,benign,0.97,,
02:57:38,Household_4,Camera_4,Mirai,malware,0.89,,
02:57:39,Household_2,Camera_2,Scanning,malware,0.92,,
02:57:40,Household_4,LightBulb_2,Scanning,malware,0.92,,
02:57:41,Household_2,Camera_2,Normal,benign,0.98,,
02:57:42,Household_2,Camera_2,Normal,benign,0.87,,
02:57:43,Household_5,Router_2,DoS,malware,0.98,,
02:57:44,Household_4,Thermostat_2,Normal,benign,0.88,,
02:57:45,Household_2,DoorLock,Scanning,malware,0.94,,
02:57:26,Monitor,RasPi,Normal,benign,0.85,29.8,23.7
02:57:26,Monitor,VM1,Normal,benign,0.9,17.9,30.9
02:57:26,Monitor,VM2,Normal,benign,0.97,64.0,88.7
02:57:26,Monitor,VM3,Normal,benign,0.93,17.5,44.6
02:57:26,Monitor,VM4,Normal,benign,0.87,29.3,34.3
02:57:27,Household_5,Router_2,Mirai,malware,0.9,,
02:57:28,Household_3,Camera_3,Normal,benign,0.91,,
02:57:29,Household_2,DoorLock,Normal,benign,0.97,,
02:57:30,Household_2,SmartTV,Normal,benign,0.97,,
02:57:31,Household_3,WeatherSensor,DoS,malware,0.95,,
02:57:32,Household_5,Router_2,Scanning,malware,0.98,,
02:57:33,Household_5,Router_2,DoS,malware,0.96,,
02:57:34,Household_1,Camera_1,Ransomware,malware,0.88,,
02:57:35,Household_5,SmartTV_2,Ransomware,malware,0.86,,
02:57:36,Household_2,Camera_2,Normal,benign,0.86,,
02:57:37,Household_1,LightBulb,Normal,benign,0.98,,
02:57:38,Household_4,LightBulb_2,DoS,malware,0.92,,
02:57:39,Household_4,Camera_4,Ransomware,malware,0.9,,
02:57:40,Household_1,LightBulb,Normal,benign,0.94,,
02:57:41,Household_2,Camera_2,Normal,benign,0.99,,
02:57:42,Household_1,Camera_1,Normal,benign,0.98,,
02:57:43,Household_5,Router_2,Normal,benign,0.91,,
02:57:44,Household_2,SmartTV,Normal,benign,0.95,,
02:57:45,Household_5,SmartTV_2,Normal,benign,0.87,,
02:57:46,Household_2,SmartTV,Normal,benign,0.87,,
02:57:27,Monitor,RasPi,Mirai,malware,0.97,76.9,72.2
02:57:27,Monitor,VM1,Normal,benign,0.98,32.8,36.0
02:57:27,Monitor,VM2,Normal,benign,0.86,46.9,42.9
02:57:27,Monitor,VM3,Mirai,malware,0.94,85.3,60.9
02:57:27,Monitor,VM4,Normal,benign,0.92,28.6,23.9
02:57:28,Household_3,Router,Normal,benign,0.92,,
02:57:29,Household_4,Thermostat_2,Ransomware,malware,0.93,,
02:57:30,Household_2,DoorLock,Mirai,malware,0.85,,
02:57:31,Household_2,SmartTV,Normal,benign,0.9,,
02:57:32,Household_3,Router,Normal,benign,0.98,,
02:57:33,Household_4,Thermostat_2,Mirai,malware,0.97,,
02:57:34,Household_2,DoorLock,Normal,benign,0.9,,
02:57:35,Household_5,Router_2,Ransomware,malware,0.89,,
02:57:36,Household_2,SmartTV,Normal,benign,0.87,,
02:57:37,Household_4,Thermostat_2,Normal,benign,0.99,,
02:57:38,Household_3,WeatherSensor,Scanning,malware,0.98,,
02:57:39,Household_5,DoorLock_2,Mirai,malware,0.92,,
02:57:40,Household_1,Thermostat,Normal,benign,0.9,,
02:57:41,Household_2,DoorLock,Scanning,malware,0.86,,
02:57:42,Household_4,LightBulb_2,Scanning,malware,0.9,,
02:57:43,Household_4,Camera_4,Scanning,malware,0.86,,
02:57:44,Household_1,Thermostat,Normal,benign,0.97,,
02:57:45,Household_2,SmartTV,Normal,benign,0.91,,
02:57:46,Household_2,SmartTV,DoS,malware,0.9,,
02:57:47,Household_4,LightBulb_2,Normal,benign,0.98,,
02:57:28,Monitor,RasPi,Normal,benign,0.87,29.8,30.4
02:57:28,Monitor,VM1,Normal,benign,0.97,41.6,40.2
02:57:28,Monitor,VM2,Normal,benign,0.97,25.4,50.1
02:57:28,Monitor,VM3,Normal,benign,0.86,39.6,42.9
02:57:28,Monitor,VM4,Normal,benign,0.88,21.2,49.1
02:57:29,Household_4,Camera_4,Normal,benign,0.96,,
02:57:30,Household_5,SmartTV_2,Ransomware,malware,0.88,,
02:57:31,Household_4,LightBulb_2,Ransomware,malware,0.98,,
02:57:32,Household_5,DoorLock_2,Ransomware,malware,0.94,,
02:57:33,Household_1,LightBulb,Normal,benign,0.88,,
02:57:34,Household_2,DoorLock,Normal,benign,0.96,,
02:57:35,Household_3,WeatherSensor,Mirai,malware,0.96,,
02:57:36,Household_1,Thermostat,Normal,benign,0.96,,
02:57:37,Household_5,Router_2,Mirai,malware,0.88,,
02:57:38,Household_1,Camera_1,Normal,benign,0.93,,
02:57:39,Household_5,DoorLock_2,Mirai,malware,0.89,,
02:57:40,Household_1,Thermostat,Normal,benign,0.91,,
02:57:41,Household_4,Thermostat_2,Scanning,malware,0.92,,
02:57:42,Household_1,LightBulb,Normal,benign,0.91,,
02:57:43,Household_5,Router_2,DoS,malware,0.97,,
02:57:44,Household_4,LightBulb_2,Ransomware,malware,0.95,,
02:57:45,Household_4,Camera_4,Normal,benign,0.95,,
02:57:46,Household_2,DoorLock,Normal,benign,0.94,,
02:57:47,Household_4,LightBulb_2,Ransomware,malware,0.93,,
02:57:48,Household_3,WeatherSensor,Normal,benign,0.89,,
02:57:29,Monitor,RasPi,Normal,benign,0.89,20.8,26.1
02:57:29,Monitor,VM1,Normal,benign,0.95,11.1,33.2
02:57:29,Monitor,VM2,Normal,benign,0.89,74.5,81.9
02:57:29,Monitor,VM3,Normal,benign,0.86,37.4,49.4
02:57:29,Monitor,VM4,Normal,benign,0.91,49.1,37.2
02:57:30,Household_5,SmartTV_2,Mirai,malware,0.92,,
02:57:31,Household_1,Camera_1,Normal,benign,0.85,,
02:57:32,Household_4,LightBulb_2,Scanning,malware,0.87,,
02:57:33,Household_3,Router,Mirai,malware,0.89,,
02:57:34,Household_2,SmartTV,Normal,benign,0.9,,
02:57:35,Household_1,Camera_1,Normal,benign,0.88,,
02:57:36,Household_3,WeatherSensor,Normal,benign,0.87,,
02:57:37,Household_3,WeatherSensor,Normal,benign,0.91,,
02:57:38,Household_5,DoorLock_2,Scanning,malware,0.99,,
02:57:39,Household_2,DoorLock,Normal,benign,0.93,,
02:57:40,Household_1,Camera_1,Normal,benign,0.99,,
02:57:41,Household_3,Router,Scanning,malware,0.99,,
02:57:42,Household_2,DoorLock,Normal,benign,0.91,,
02:57:43,Household_1,Thermostat,Normal,benign,0.99,,
02:57:44,Household_5,Router_2,DoS,malware,0.95,,
02:57:45,Household_4,LightBulb_2,Normal,benign,0.86,,
02:57:46,Household_4,Camera_4,Ransomware,malware,0.91,,
02:57:47,Household_3,Camera_3,DoS,malware,0.87,,
02:57:48,Household_3,Camera_3,Normal,benign,0.96,,
02:57:49,Household_4,Camera_4,Ransomware,malware,0.98,,
02:57:30,Monitor,RasPi,Normal,benign,0.98,37.8,39.7
02:57:30,Monitor,VM1,Normal,benign,0.92,17.5,54.1
02:57:30,Monitor,VM2,Normal,benign,0.97,12.1,32.8
02:57:30,Monitor,VM3,Normal,benign,0.87,10.7,46.9
02:57:30,Monitor,VM4,Normal,benign,0.88,29.5,27.8
02:57:31,Household_2,Camera_2,DoS,malware,0.88,,
02:57:32,Household_2,DoorLock,Normal,benign,0.93,,
02:57:33,Household_3,Camera_3,Normal,benign,0.85,,
02:57:34,Household_2,DoorLock,Mirai,malware,0.96,,
02:57:35,Household_2,DoorLock,DoS,malware,0.87,,
02:57:36,Household_1,Camera_1,Normal,benign,0.9,,
02:57:37,Household_3,Router,Ransomware,malware,0.96,,
02:57:38,Household_2,DoorLock,Normal,benign,0.85,,
